university_name,location,course_url,course_or_degree_name,degree_program,ucas_tariff,ucas_tariff_link,ucas_relevant_qualification,a_levels_overall,mandatory_subject_of_a_levels,a_levels_mandatory_minimum_grades,o_levels_overall,mandatory_subject_of_o_levels,o_levels_mandatory_minimum_grades,btec_or_cambridge_technical,btec,btec_extended_diploma,btec_national_diploma,btec_national_extended_diploma,apprenticeship,access_to_higher_educational_diploma,IB_or_international_baccalaureate_points,points_required_from_higher_level_IB_subjects,portfolio_submission,gcse_overall,mandatory_subject_of_gcse,gcse_mandatory_minimum_grades,t_level,t_level_main_subject_grades,t_level_main_subject,t_level_core_subject_grade,bachelors_degree,relevant_work_experience,eligibility_for_SQE,additional_requirements_for_non_UK_degree,cache_technical_level_3,scottish_irish_leaving_certificate,nvq_level,foundation_diploma,ual_extended_diploma,ptlls_or_city_and_guilds,schooling_duration,accreditation_of_prior_experiential_learning_or_APEL,higher_national_diploma_or_HND,higher_national_certificate_or_HNC,foundation_degree,certificate_of_higher_education_or_CertHE,professional_registration,masters_degree,research,recognised_international_foundation_course,year_1_bachelor’s_degree,auditions,interview,ielts,ielts_individual_component,ol_english,al_english,duolingo_overall,duolingo_individual_component,a_UK_bachelors_degree_as_proof_of_english_proficiency,a_bachelors_degree_completed_in_the_english_medium_as_proof_of_english_proficiency,toefl,pte,additional_requirements,url,source_file
University of Westminster,Central London,https://www.westminster.ac.uk/courses/human-nutrition-bsc-hons,human-nutrition,Bachelor's,96 UCAS Tariff points,//www.ucas.com,"A levels– CCC, with two Science subjects, including one from Chemistry and Biology, and one from Chemistry, Biology, Maths, Physics and Psychology; T levels– 96 UCAS Tariff points; International Baccalaureate– 96 UCAS Tariff points from the IB including a minimum of 4 in two HL science subjects; BTEC Extended Diploma– MMM in Applied Science; BTEC Diploma– DD in Applied Science; Access– 96 UCAS Tariff points from the Access course in Science",CCC,"Chemistry,Biology",None,None,None,None,MMM in Applied Science,None,MMM in Applied Science,None,None,None,None,None,4 in two HL science subjects,None,"GCSE English Language grade 4/C, GCSE Maths grade 4/C","English, Maths",4/C,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6.5,6.0,None,None,None,None,None,None,None,None,None,https://www.westminster.ac.uk/nutrition-and-public-health-courses/2025-26/september/full-time/human-nutrition-bsc-honours,westminister.xlsx
University of Westminster,Central London,https://www.westminster.ac.uk,english-literature-and-language-ba-honours,Bachelor's,64 UCAS Tariff points,//www.ucas.com,"A levels, T levels, International Baccalaureate, BTEC Extended Diploma, BTEC Diploma, Access to Higher Education Diploma",DDE,"English Language, Mathematics",4/C,None,None,None,MPP,None,None,None,None,None,None,None,None,None,4/C,"English Language, Mathematics",4/C,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Accepted,None,None,None,6.0,5.5,None,None,None,None,Accepted,Accepted,None,None,None,https://www.westminster.ac.uk/english-and-creative-writing-courses/2025-26/september/full-time/english-literature-and-language-with-foundation-ba-honours,westminister.xlsx
University of Westminster,"Marylebone, Central London",https://www.westminster.ac.uk,marketing-communications,Bachelor's,112 UCAS Tariff points,//www.ucas.com,"A Levels, T Levels, International Baccalaureate, BTEC Extended Diploma, BTEC Diploma, Access to Higher Education Diploma",BBC,None,None,None,None,None,DMM,None,DMM,None,None,None,None,None,None,None,"GCSE English Language grade 4/C, GCSE Maths grade 4/C","English Language, Maths",4/C,112 UCAS Tariff points,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6.0,5.5,None,None,None,None,None,None,None,None,None,https://www.westminster.ac.uk/business-and-management-marketing-courses/2025-26/september/full-time/marketing-communications-with-ai-integration-ba-honours,westminister.xlsx
University of Westminster,"Harrow, North-West London",https://www.westminster.ac.uk/courses/animation-ba-hons,animation-ba-hons,Bachelor's,48 UCAS Tariff points,//www.ucas.com,"A levels, T levels, International Baccalaureate, BTEC Extended Diploma, BTEC Diploma, Access to Higher Education Diploma",DD,None,None,None,None,None,PPP,None,None,None,None,None,None,None,48,Required,grade 4/C in English Language,English Language,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6.0,5.5,None,None,None,None,None,None,None,None,None,https://www.westminster.ac.uk/art-design-and-visual-culture-film-and-television-media-and-communication-courses/2025-26/september/full-time/animation-with-foundation-ba-honours,westminister.xlsx
University of Westminster,Central London,https://www.westminster.ac.uk,real-estate,Master's,None,None,"A minimum of a lower second class honours degree (2:2) and GCSE Grade C Maths. Relevant degree disciplines include geography, economics, finance, a traditional science, a property-related discipline or law, or membership of a recognised professional body whose entry requirements are equivalent to graduate level and/or alternative professional qualifications with at least three years of relevant professional experience.",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,GCSE Grade C Maths,Mathematics,C,None,None,None,None,Second Lower,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,RICS,None,None,None,None,None,None,6.5,6.0,None,None,None,None,Accepted,Accepted,None,None,None,https://www.westminster.ac.uk/construction-surveying-and-real-estate-courses/2025-26/january/full-time/real-estate-development-msc,westminister.xlsx
University of Westminster,Central London,https://www.westminster.ac.uk/courses/cyber-security-and-forensics-msc,cyber-security-and-forensics,Master's,None,None,UCAS Relevant Qualification: A minimum of a lower second class honours degree (2:2) in a computing-related discipline.,Required,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Second Lower,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,BCS,None,None,None,None,None,None,6.5,6.0,None,None,None,None,Accepted,Accepted,None,None,Additional Requirements: None,https://www.westminster.ac.uk/computer-science-and-engineering-courses/2025-26/january/full-time/cyber-security-and-forensics-msc,westminister.xlsx
University of Westminster,"Marylebone, Central London",https://www.westminster.ac.uk/courses/msc-finance-international-finance-pathway,finance-international-finance-pathway,Master's,None,None,"UCAS Relevant Qualification: ""A minimum of a lower second class honours degree (2:2). Relevant degree disciplines include finance, economics, business studies or management.""",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Second Lower,Accepted,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6.5,6.0,None,None,None,None,None,None,None,None,Additional Requirements: None,https://www.westminster.ac.uk/accounting-and-finance-courses/2025-26/september/full-time/finance-international-finance-msc,westminister.xlsx
University of Westminster,Central London,https://www.westminster.ac.uk/courses/applied-biomedical-science-bsc-hons,applied-biomedical-science,Bachelor's,112 UCAS Tariff points,//www.ucas.com,"A levels– BBC to include two science subjects from Biology, Chemistry, Physics or Maths; T levels– 112 UCAS Tariff points; International Baccalaureate– 112 UCAS Tariff points from the IB, to include a minimum of 4 in two higher level science subjects; BTEC Extended Diploma– DMM in Applied Science; BTEC Diploma– D*D*; Access– 112 UCAS Tariff points from the Access course.",BBC,"Biology,Chemistry,Physics,Maths",None,None,None,None,DMM,None,DMM,None,None,Required,None,None,4,None,"GCSE English Language grade 4/C, GCSE Maths grade 4/C","English,Maths",4/C,112 UCAS Tariff points,None,None,None,None,Accepted,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6.0,5.5,None,None,None,None,None,None,None,None,Enhanced Disclosure and Barring Service check certificate required.,https://www.westminster.ac.uk/biological-and-biomedical-sciences-courses/2025-26/september/part-time-day-release/applied-biomedical-science-bsc-honours,westminister.xlsx
University of Westminster,Central London,https://www.westminster.ac.uk/courses/english-literature-and-history-ba-hons,english-literature-and-history,Bachelor's,104 UCAS Tariff points,//www.ucas.com,"A levels, T levels, International Baccalaureate, BTEC Extended Diploma, BTEC Diploma, Access to Higher Education Diploma",BCC,"English Language, Mathematics",4/C,None,None,None,DMM,None,None,None,None,None,None,None,None,None,4/C,"English Language, Mathematics",4/C,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6.0,5.5,None,None,None,None,None,None,None,None,International Baccalaureate Career-related Programme will be considered on a case-by-case basis.,https://www.westminster.ac.uk/english-and-creative-writing-history-courses/2025-26/september/part-time-day/english-literature-and-history-ba-honours,westminister.xlsx
University of Westminster,"Marylebone, Central London",https://www.westminster.ac.uk/courses/architecture-ba-hons,architecture-ba-hons,Bachelor's,96 UCAS Tariff points,//www.ucas.com,"A levels, T levels, BTEC Extended Diploma, BTEC Diploma, Access to Higher Education Diploma, International Baccalaureate",CCC,None,None,None,None,None,MMM,None,None,None,None,None,None,None,None,None,"GCSE English Language grade 4/C, GCSE Maths grade 4/C","English Language, Maths",4/C,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6.0,5.5,None,None,None,None,None,None,None,None,None,https://www.westminster.ac.uk/architecture-interiors-and-urban-design-courses/2025-26/september/full-time/architecture-with-foundation-ba-honours,westminister.xlsx
University of Westminster,"Marylebone, Central London",https://www.westminster.ac.uk,international-planning-and-sustainable-development-ma,Master's,None,None,"A minimum of a lower second class honours degree (2:2) in a relevant built environment or land planning-related discipline (such as urban or transport planning, architecture, landscape design, surveying, civil engineering, or land management). Alternatively, a lower second class honours degree (2:2) in a relevant human geography, a social or environmental science subject and relevant practical experience of working in a built environment discipline.",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6.5,6.0,None,None,None,None,None,None,None,None,Applicants are required to submit one academic reference.,https://www.westminster.ac.uk/architecture-interiors-and-urban-design-courses/2025-26/september/part-time-day-evening/international-planning-and-sustainable-development-ma,westminister.xlsx
University of Westminster,"Marylebone, Central London",https://www.westminster.ac.uk,real-estate-bsc-hons,Bachelor's,72 UCAS Tariff points,//www.ucas.com,"A levels, T levels, International Baccalaureate, BTEC Extended Diploma, BTEC Diploma, Access to Higher Education Diploma",DDD,None,None,None,None,None,MMP,None,MMP,None,None,None,None,None,None,None,"GCSE English Language grade 4/C, GCSE Maths grade 4/C","English Language, Maths",4/C,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Accepted,None,None,None,6.0,5.5,None,None,None,None,None,None,None,None,None,https://www.westminster.ac.uk/construction-surveying-and-real-estate-courses/2025-26/september/full-time/real-estate-with-foundation-bsc-honours,westminister.xlsx
University of Westminster,"Marylebone, Central London",https://www.westminster.ac.uk,international-development-management,Master's,None,None,"UCAS Relevant Qualification: ""A minimum of a lower second class honours degree (2:2). Relevant degree disciplines include business studies, economics, geography, management, and operations research. However, students with qualifications in other disciplines, such as engineering, environmental sciences, the humanities and languages, are also encouraged to apply. Alternative professional qualifications with at least three years of relevant professional experience will also be considered.""",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Second Lower,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6.5,6.0,None,None,None,None,None,None,None,None,Additional Requirements: None,https://www.westminster.ac.uk/business-and-management-courses/2025-26/september/full-time/international-development-management-msc,westminister.xlsx
University of Westminster,Central London,https://www.westminster.ac.uk/courses/corporate-finance-law-llm,corporate-finance-law-llm,Master's,None,None,A minimum of a lower second class honours degree (2:2) in Law or a related discipline. Applicants without the standard qualifications but with significant professional or managerial experience in a relevant field will be considered.,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"Second Lower (Honours, 2:2)",Accepted,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Accepted,Required,None,None,None,None,6.5,6.0,None,None,None,None,Accepted,Accepted,None,None,None,https://www.westminster.ac.uk/law-courses/2025-26/september/part-time-day-evening/corporate-finance-law-llm,westminister.xlsx
University of Westminster,Central London,https://www.westminster.ac.uk/courses/international-commercial-and-corporate-law-llm,international-commercial-and-corporate-law-llm,Master's,None,None,A minimum of a lower second class honours degree (2:2) in Law or an upper second class honours degree (2:1) in a non-related degree with a demonstrated legal interest.,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,A minimum of a lower second class honours degree (2:2),Accepted,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6.5,6.0,None,None,None,None,None,None,None,None,"Applicants without standard qualifications will also be considered, providing they are sufficiently motivated to study effectively on a Masters programme and/or have had a significant amount of relevant experience. Applicants are required to submit one academic reference.",https://www.westminster.ac.uk/law-courses/2025-26/january/full-time/international-commercial-and-corporate-law-llm,westminister.xlsx
University of Westminster,Central London,https://www.westminster.ac.uk/courses/translation-and-interpreting-ma,translation-and-interpreting,Master's,None,None,UCAS Relevant Qualification: A minimum of a lower second class honours degree (2:2). Linguists without a degree but with sufficient experience in translation and/or interpreting will also be considered.,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Second Lower,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6.5,7.0,None,None,None,None,None,None,None,None,"Entry Test: ""All applicants must take an entry test consisting of written and oral components. If you are successful in the entry tests, we will interview you in person or on the telephone to determine if the Translation and Interpreting MA is right for you.""",https://www.westminster.ac.uk/languages-courses/2025-26/september/full-time/translation-and-interpreting-ma,westminister.xlsx
University of Westminster,"Marylebone, Central London",https://www.westminster.ac.uk,business-management-economics,Bachelor's,112 UCAS Tariff points,//www.ucas.com,"A Levels, T Levels, International Baccalaureate, BTEC Extended Diploma, BTEC Diploma, Access to Higher Education Diploma",BBC,None,None,None,None,None,DMM,None,DMM,None,None,None,None,None,None,None,"GCSE English Language grade 4/C, GCSE Maths grade 4/C","English Language, Maths",4/C,112 UCAS Tariff points,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6.0,5.5,None,None,None,None,None,None,None,None,None,https://www.westminster.ac.uk/business-and-management-economics-courses/2025-26/september/full-time/economics-and-management-ba-honours,westminister.xlsx
University of Westminster,Central London,https://www.westminster.ac.uk/courses/architecture-and-environmental-design-bsc,architecture-and-environmental-design-bsc,Bachelor's,120 UCAS Tariff points,//www.ucas.com,"A levels– BBB, T levels– 120 UCAS Tariff points, International Baccalaureate– 120 UCAS Tariff points from all components of the Diploma Programme, BTEC Extended Diploma– DDM in Art and Design, Access– 120 UCAS Tariff points from the Access course",BBB,None,None,None,None,None,DDM in Art and Design,Not accepted on its own,None,None,None,None,None,None,None,Required,"GCSE English Language grade 4/C, GCSE Maths grade 4/C, GCSE Science grade 4/C","English, Maths, Science",4/C,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Required,Required,6.0,5.5,None,None,None,None,None,None,None,None,"Personal Statement: ""Outline your interest in the subject, your reasons for wanting to pursue a career in architecture, and give an overview of your current creative studies.""
Portfolio of creative work: ""15 to 20 images of Art and Design work to reflect your course of interest.""",https://www.westminster.ac.uk/architecture-interiors-and-urban-design-courses/2025-26/september/full-time/architecture-and-environmental-design-bsc-honours,westminister.xlsx
University of Westminster,"Marylebone, Central London",https://www.westminster.ac.uk,construction-management,Bachelor's,104 UCAS Tariff points,//www.ucas.com,"A Levels, T Levels, International Baccalaureate, BTEC Extended Diploma, BTEC Diploma, Access to Higher Education Diploma",BCC,None,None,None,None,None,DMM,None,DMM,None,None,None,None,None,None,None,"GCSE English Language grade 4/C, GCSE Maths grade 4/C","English, Maths",4/C,104 UCAS Tariff points,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6.0,5.5,None,None,None,None,None,None,None,None,None,https://www.westminster.ac.uk/construction-surveying-and-real-estate-courses/2025-26/september/full-time/construction-management-bsc-honours,westminister.xlsx
University of Westminster,Central London,https://www.westminster.ac.uk,international-and-commercial-dispute-resolution-law-llm,Master's,None,None,UCAS Relevant Qualification: None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Minimum of a lower second class honours degree (2:2),Accepted,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6.5,6.0,None,None,None,None,Accepted,Accepted,None,None,Additional Requirements: None,https://www.westminster.ac.uk/law-courses/2025-26/september/full-time/international-and-commercial-dispute-resolution-law-llm,westminister.xlsx
University of Westminster,Central London,https://www.westminster.ac.uk/courses/international-communication-and-international-business,international-communication-and-international-business,Bachelor's,104,https://www.ucas.com,"UCAS Relevant Qualification: ""A Levels, International Baccalaureate, BTEC Extended Diploma, Access to Higher Education Diploma""",BCCT,None,None,None,None,None,DMM,None,None,None,None,None,None,None,None,None,Grade 4/C in English Language and Maths,"English Language, Maths",4/C,None,None,None,None,None,None,None,None,CACHE Technical Level 3 Requirement: None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6.0,5.5,None,None,None,None,None,None,None,None,Additional Requirements: None,https://www.westminster.ac.uk/business-and-management-politics-and-international-relations-courses/2025-26/september/part-time-day/international-communication-and-international-business-ba-honours,westminister.xlsx
University of Westminster,"Harrow, North-West London",https://www.westminster.ac.uk/courses/digital-media-pr-and-advertising-ba-hons,digital-media-pr-and-advertising,Bachelor's,104 UCAS Tariff points,//www.ucas.com,"A levels, T levels, International Baccalaureate, BTEC Extended Diploma, BTEC Diploma, Access to Higher Education Diploma",BCC,None,None,None,None,None,DMM,None,DMM,None,None,None,None,None,None,None,GCSE English Language grade 4/C,"English Language, Maths",4/C,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6.5,5.5,None,None,None,None,None,None,None,None,None,https://www.westminster.ac.uk/media-and-communication-courses/2025-26/september/full-time/digital-media-public-relations-and-advertising-ba-honours,westminister.xlsx
University of Westminster,Central London,https://www.westminster.ac.uk,history-and-politics,Bachelor's,104 UCAS Tariff points,//www.ucas.com,"A levels, T levels, International Baccalaureate, BTEC Extended Diploma, BTEC Diploma, Access to Higher Education Diploma",BCC,None,None,None,None,None,DMM,None,None,None,None,None,None,None,None,None,"GCSE English Language grade 4/C, GCSE Maths grade 4/C","English Language, Maths",4/C,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6.0,5.5,None,None,None,None,None,None,None,None,None,https://www.westminster.ac.uk/history-politics-and-international-relations-courses/2025-26/september/part-time-day/history-and-politics-ba-honours,westminister.xlsx
University of Westminster,"Marylebone, Central London",https://www.westminster.ac.uk/courses/human-resource-management-ma,human-resource-management,Master's,None,None,"UCAS Relevant Qualification: ""A minimum of a lower second class honours degree (2:2). Relevant degree disciplines include business studies, economics, geography, management, and operations research. However, students with qualifications in other disciplines, such as engineering, environmental sciences, the humanities and languages, are also encouraged to apply. Alternative professional qualifications with at least three years of relevant professional experience will also be considered.""",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Second Lower,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6.5,6.0,None,None,None,None,None,None,None,None,Additional Requirements: None,https://www.westminster.ac.uk/business-and-management-courses/2025-26/january/part-time-evening-only/human-resource-management-ma,westminister.xlsx
University of Westminster,Central London,https://www.westminster.ac.uk,creative-writing-and-english-literature,Bachelor's,64 UCAS Tariff points,//www.ucas.com,"A Levels, T Levels, BTEC Extended Diploma, International Baccalaureate, Access to Higher Education Diploma",DDE,"English Language, Maths",4/C,None,None,None,MPP,None,None,None,None,None,None,None,None,Required,4/C in English Language and Maths,"English Language, Maths",4/C,64 UCAS Tariff points,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Accepted,None,None,None,6.0,5.5,None,None,None,None,None,None,None,None,Portfolio of creative writing may be required in addition to these academic qualifications.,https://www.westminster.ac.uk/english-and-creative-writing-courses/2025-26/september/full-time/creative-writing-and-english-literature-with-foundation-ba-honours,westminister.xlsx
University of Westminster,Central London,https://www.westminster.ac.uk/courses/professional-legal-practice-llm,professional-legal-practice-llm,Master's,None,None,"A minimum of a lower second class honours degree (2:2) in related disciplines, including law and social science. Applicants without the standard qualifications who have significant professional experience in the relevant field or related professional qualifications may be considered.",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6.5,6.0,None,None,None,None,None,None,None,None,IELTS 6.5 with at least 6.5 in writing and no element below 6.0.,https://www.westminster.ac.uk/law-courses/2025-26/september/full-time/professional-legal-practice-llm,westminister.xlsx
University of Westminster,"Harrow, North-West London",https://www.westminster.ac.uk/courses/digital-media-and-journalism-ba,digital-media-and-journalism-ba,Bachelor's,104 UCAS Tariff points,//www.ucas.com,"A levels, T levels, International Baccalaureate, BTEC Extended Diploma, BTEC Diploma, Access to Higher Education Diploma",BCC,None,None,None,None,None,DMM,None,DMM,None,None,None,None,None,None,None,GCSE English Language grade 4/C,"English Language, Maths",4/C,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6.5,5.5,None,None,None,None,None,None,None,None,None,https://www.westminster.ac.uk/media-and-communication-courses/2025-26/september/full-time/digital-media-and-journalism-ba-honours,westminister.xlsx
University of Westminster,"Harrow, North-West London",https://www.westminster.ac.uk/courses/fashion-accessories-design-ma,fashion-accessories-design-ma,Master's,None,None,UCAS Relevant Qualification: A minimum of a lower second class honours degree (2:2) or a lower second class honours degree (2:2) and more than 2 years experience compulsory.,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Second Lower,Accepted,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6.5,6.0,None,None,None,None,Accepted,Accepted,None,None,Additional Requirements: None,https://www.westminster.ac.uk/fashion-courses/2025-26/september/full-time/fashion-accessories-design-ma,westminister.xlsx
University of Westminster,"Harrow, North-West London",https://www.westminster.ac.uk/courses/art-and-emerging-technologies-ma,art-and-emerging-technologies-ma,Master's,None,None,UCAS Relevant Qualification: A minimum of an upper second class honours degree (2:1) or a lower second class honours degree (2:2) with relevant experience in related subject areas.,Required,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Second Lower,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6.5,6.0,None,None,None,None,None,None,None,None,Portfolio Submission: Required,https://www.westminster.ac.uk/art-design-and-visual-culture-courses/2025-26/september/full-time/art-and-emerging-technologies-ma,westminister.xlsx
University of Westminster,London,https://www.westminster.ac.uk/courses/urban-planning-and-design-ba,urban-planning-and-design,Bachelor's,112 UCAS Tariff points,//www.ucas.com,"A levels, T levels, International Baccalaureate, BTEC Extended Diploma, BTEC Diploma, Access to Higher Education Diploma",BBC,None,None,None,None,None,DMM,None,DMM,None,None,None,None,None,None,None,"GCSE English Language grade 4/C, GCSE Maths grade 4/C, one additional GCSE at grade 4/C","English Language, Maths",4/C,112 UCAS Tariff points,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6.0,5.5,None,None,None,None,None,None,None,None,None,https://www.westminster.ac.uk/architecture-interiors-and-urban-design-courses/2025-26/september/full-time/urban-planning-and-design-ba-honours,westminister.xlsx
University of Westminster,Central London,https://www.westminster.ac.uk/courses/software-engineering-conversion-msc,software-engineering-conversion,Master's,None,None,UCAS Relevant Qualification: A minimum of a lower second class honours degree (2:2).,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Second Lower,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6.5,6.0,None,None,None,None,Accepted,Accepted,None,None,Additional Requirements: None,https://www.westminster.ac.uk/computer-science-and-engineering-courses/2025-26/january/full-time/software-engineering-conversion-msc,westminister.xlsx
University of Westminster,"Harrow, North-West London",https://www.westminster.ac.uk/courses/digital-media-production-ba-hons,digital-media-production-ba-hons,Bachelor's,104 UCAS Tariff points,//www.ucas.com,"A levels, T levels, International Baccalaureate, BTEC Extended Diploma, BTEC Diploma, Access to Higher Education Diploma",BCC,None,None,None,None,None,DMM,None,DMM,None,None,None,None,None,None,None,GCSE English Language grade 4/C,English Language,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6.5,5.5,None,None,None,None,None,None,None,None,None,https://www.westminster.ac.uk/media-and-communication-courses/2025-26/september/full-time/digital-media-production-ba-honours,westminister.xlsx
University of Westminster,"London, UK",https://www.westminster.ac.uk,bachelor-of-arts,Bachelor's,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,https://www.westminster.ac.uk/architecture-interiors-and-urban-design-courses/2025-26/september/full-time/interior-architecture-ba-honours,westminister.xlsx
University of Westminster,Central London,https://www.westminster.ac.uk/courses/medical-sciences-bsc-hons,medical-sciences-bsc-hons,Bachelor's,128,None,"UCAS Relevant Qualification: ""A Levels– ABB (128 UCAS Tariff points) with 2 science subjects from Biology, Chemistry, Physics or Maths; T levels– 128 UCAS Tariff points; International Baccalaureate– 128 UCAS Tariff points from the IB including 6 at HL in 2 science subjects from Biology, Chemistry, Physics or Maths; BTEC Extended Diploma– D*DD in a science-related subject area; Access– 128 UCAS Tariff points from the Access course.""",ABB,"Biology,Chemistry,Physics,Maths",None,None,None,None,D*DD,None,D*DD,None,None,None,None,None,6,None,4/C,"English,Maths,Science",4/C,None,None,None,None,None,None,None,None,CACHE Technical Level 3 Requirement: None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Required,6.0,6.0,None,None,None,None,None,None,None,None,"Additional Requirements:
English Language Requirements: ""IELTS of 6.0 overall, with 6.0 in writing and 5.5 in the other components.""
Interview: ""Applicants may also be asked to attend an interview, either in person or via Skype.""
",https://www.westminster.ac.uk/biological-and-biomedical-sciences-courses/2025-26/september/full-time/medical-sciences-bsc-honours,westminister.xlsx
University of Westminster,Central London,https://www.westminster.ac.uk/courses/french-and-global-communication-ba-hons,french-and-global-communication,Bachelor's,56 UCAS Tariff points,//www.ucas.com,"A levels – DEE, T levels – 56 UCAS Tariff points, International Baccalaureate – 56 UCAS Tariff points from all components of the Diploma Programme, BTEC Extended Diploma – MP, BTEC Diploma – MM, Access – 56 UCAS Tariff points from the Access course",DEE,None,None,None,None,None,MPP,None,None,None,None,None,None,None,None,None,"GCSE English Language grade 4/C, GCSE Maths grade 4/C","English Language, Maths",4/C,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Accepted,None,None,None,6.0,5.5,None,None,None,None,None,None,None,None,None,https://www.westminster.ac.uk/languages-courses/2025-26/september/full-time/french-and-international-communication-with-foundation-ba-honours,westminister.xlsx
University of Westminster,Central London,https://www.westminster.ac.uk/courses/international-law-llm,international-law-llm,Master's,None,None,"A minimum of a lower second class honours degree (2:2) in related disciplines that include law, social sciences, and international relations.",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"Second Lower (Honours, 2:2)",Accepted,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Required,None,None,None,None,None,6.5,6.0,None,None,None,None,None,None,None,None,"Recognition of prior learning and experience: If you have previously studied at university level, or have equivalent work experience, academic credit may be awarded towards your course at Westminster.",https://www.westminster.ac.uk/law-courses/2025-26/january/full-time/international-law-llm,westminister.xlsx
